id_bandeja,Meses,Macrotera  sinaloana,Apis mellifera,Bombus pensylvanicus,Diadasia sp.,Melissodes sp.,Augochlorella sp.,Lassioglossum (Dialictus),Lassioglossum (Evylaeus),Lithurgus littoralis,Megachile sp.
2019_1_11,37,0,0,0,0,0,0,0,0,0,0
2019_1_12,37,0,0,0,0,0,0,1,0,0,0
2019_1_13,37,1,0,0,0,0,0,0,0,0,0
2019_1_14,37,0,0,0,0,0,0,0,0,0,0
2019_1_15,37,0,1,0,0,0,0,0,0,0,0
2019_1_16,37,0,0,0,0,0,0,0,0,0,0
2019_1_17,37,0,0,0,0,0,0,0,0,0,0
2019_1_18,37,1,0,0,0,0,0,1,0,0,0
2019_1_19,37,0,0,0,0,0,0,0,0,0,0
2019_1_20,37,0,1,0,0,0,0,0,0,0,0
2019_1_21,37,0,0,0,0,0,0,0,0,0,0
2019_1_22,37,0,0,0,0,0,0,0,0,0,0
2019_1_23,37,0,0,0,0,0,0,0,0,0,0
2019_1_24,37,0,0,0,0,0,0,0,0,0,0
2019_1_25,37,0,0,0,0,0,0,0,0,0,0
2019_1_26,37,0,0,0,0,0,0,1,0,0,0
2019_1_27,37,0,0,0,0,0,0,0,0,0,0
2019_1_28,37,0,0,0,0,0,0,0,0,0,0
2019_1_29,37,0,0,0,0,0,0,0,0,0,0
2019_1_30,37,0,0,0,0,0,0,0,0,0,0
2019_2_1,38,0,1,0,0,0,1,0,0,0,0
2019_2_2,38,1,0,0,0,1,0,1,0,0,0
2019_2_3,38,0,1,0,0,0,0,1,0,0,0
2019_2_4,38,1,0,0,1,0,1,0,0,0,0
2019_2_5,38,0,0,0,0,1,0,1,0,0,0
2019_2_6,38,0,1,0,0,0,0,0,0,0,0
2019_2_7,38,2,0,0,0,0,1,0,0,0,0
2019_2_8,38,0,0,0,1,0,0,1,0,0,0
2019_2_9,38,0,0,0,0,0,0,0,0,0,0
2019_2_10,38,0,1,0,0,0,0,0,0,0,0
2019_2_11,38,0,0,0,0,0,1,1,0,0,0
2019_2_12,38,1,0,0,0,1,0,0,0,0,0
2019_2_13,38,0,1,0,0,0,0,0,0,0,0
2019_2_14,38,0,0,0,0,0,0,1,0,0,0
2019_2_15,38,1,0,0,1,0,0,0,0,0,0
2019_2_16,38,0,0,0,0,0,0,1,0,0,0
2019_2_17,38,2,0,0,0,0,0,0,0,0,0
2019_2_18,38,0,1,0,0,0,0,0,0,0,0
2019_2_19,38,0,0,0,0,1,0,0,0,0,0
2019_2_20,38,0,1,0,0,0,1,1,0,0,0
2019_2_21,38,0,0,0,0,0,0,0,0,0,0
2019_2_22,38,1,0,0,0,0,0,0,0,0,0
2019_2_23,38,0,0,0,0,0,0,0,0,0,0
2019_2_24,38,0,0,0,1,0,0,0,0,0,0
2019_2_25,38,0,0,0,0,0,0,0,0,0,0
2019_2_26,38,0,0,0,0,0,0,1,0,0,0
2019_2_27,38,0,1,0,0,0,0,0,0,0,0
2019_2_28,38,0,0,0,0,0,0,1,0,0,0
2019_2_29,38,0,0,0,0,0,1,0,0,0,0
2019_2_30,38,0,0,0,0,0,0,0,0,0,0
2019_3_1,39,0,0,0,1,0,0,2,0,0,0
2019_3_2,39,2,1,0,0,1,0,1,0,0,0
2019_3_3,39,0,0,0,0,0,1,0,0,1,1
2019_3_4,39,1,0,0,1,0,1,0,0,1,0
2019_3_5,39,0,1,0,0,1,0,2,0,0,0
2019_3_6,39,1,0,0,0,0,2,0,0,0,0
2019_3_7,39,1,0,0,0,1,0,1,0,1,1
2019_3_8,39,0,0,0,0,0,0,1,0,0,0
2019_3_9,39,3,1,0,0,0,1,0,0,0,0
2019_3_10,39,0,0,0,0,0,0,0,0,1,0
2019_3_11,39,0,0,0,1,0,0,1,0,0,1
2019_3_12,39,1,0,0,0,0,0,0,0,0,0
2019_3_13,39,0,1,0,0,1,1,0,0,0,0
2019_3_14,39,0,0,0,0,0,0,2,0,0,0
2019_3_15,39,0,0,0,1,0,0,0,0,0,1
2019_3_16,39,1,0,0,0,0,1,0,0,0,0
2019_3_17,39,0,0,0,1,0,0,0,0,0,0
2019_3_18,39,0,1,0,0,0,0,1,0,0,0
2019_3_19,39,1,0,0,0,1,0,0,0,0,0
2019_3_20,39,0,1,0,0,0,1,0,0,0,0
2019_3_21,39,0,0,0,0,0,0,0,0,0,0
2019_3_22,39,1,0,0,0,0,0,1,0,0,0
2019_3_23,39,0,0,0,0,0,0,0,0,0,0
2019_3_24,39,0,0,0,0,0,0,0,0,0,0
2019_3_25,39,0,0,0,0,0,0,1,0,0,0
2019_3_26,39,0,1,0,1,0,0,0,0,0,0
2019_3_27,39,1,0,0,0,0,0,0,0,0,0
2019_3_28,39,1,0,0,0,0,0,0,0,0,0
2019_3_29,39,0,0,0,1,0,0,0,0,0,0
2019_3_30,39,0,0,0,0,0,0,0,0,0,0
2019_4_1,40,0,0,0,1,0,1,0,0,1,0
2019_4_2,40,3,0,0,0,1,0,2,0,0,0
2019_4_3,40,0,1,0,0,0,1,0,0,2,0
2019_4_4,40,2,0,0,0,1,1,2,0,0,1
2019_4_5,40,0,1,0,0,0,0,0,0,0,1
2019_4_6,40,1,0,0,1,0,1,1,0,1,0
2019_4_7,40,0,1,0,0,1,0,1,0,0,0
2019_4_8,40,0,0,0,2,0,1,0,0,1,0
2019_4_9,40,0,0,0,0,0,0,1,0,0,0
2019_4_10,40,1,0,0,1,0,1,0,0,0,1
2019_4_11,40,0,1,0,0,0,0,0,0,1,0
2019_4_12,40,0,0,0,0,1,0,2,0,1,0
2019_4_13,40,1,0,0,0,0,1,0,0,0,0
2019_4_14,40,0,0,0,1,0,1,1,0,0,0
2019_4_15,40,0,0,0,0,1,0,0,0,1,0
2019_4_16,40,0,0,0,0,0,0,1,0,0,0
2019_4_17,40,2,1,0,0,0,0,1,0,0,0
2019_4_18,40,0,0,0,1,0,1,0,0,2,0
2019_4_19,40,0,0,0,0,0,0,1,0,0,1
2019_4_20,40,1,0,0,2,0,0,0,0,0,0
2019_4_21,40,0,0,0,0,0,0,0,0,0,0
2019_4_22,40,0,1,0,0,0,0,0,0,0,1
2019_4_23,40,1,0,0,0,0,1,1,0,0,0
2019_4_24,40,0,0,0,0,0,0,0,0,0,0
2019_4_25,40,0,0,0,0,0,0,1,0,0,0
2019_4_26,40,0,0,0,1,0,1,0,0,1,0
2019_4_27,40,2,0,0,0,0,0,0,0,0,0
2019_4_28,40,0,0,0,0,0,0,0,0,0,0
2019_4_29,40,1,0,0,0,0,1,0,0,0,0
2019_4_30,40,0,0,0,0,0,0,0,0,0,0
2019_5_1,41,0,1,0,0,0,1,0,0,0,0
2019_5_2,41,2,2,0,0,0,0,2,0,3,0
2019_5_3,41,1,0,0,1,0,2,1,0,2,0
2019_5_4,41,0,0,0,1,0,2,0,0,0,1
2019_5_5,41,0,1,0,0,0,0,3,0,0,0
2019_5_6,41,2,1,0,1,0,0,0,0,1,0
2019_5_7,41,0,0,0,0,0,0,1,0,0,1
2019_5_8,41,0,2,0,0,1,1,0,0,0,0
2019_5_9,41,0,0,0,0,1,0,0,0,1,0
2019_5_10,41,1,0,0,1,0,0,1,0,0,0
2019_5_11,41,0,1,0,0,0,1,0,0,1,0
2019_5_12,41,0,0,0,1,0,1,1,0,0,0
2019_5_13,41,1,0,0,0,0,0,1,0,0,0
2019_5_14,41,0,1,0,0,0,0,0,0,0,0
2019_5_15,41,0,0,0,1,0,0,1,0,0,1
2019_5_16,41,1,0,0,0,0,1,0,0,0,0
2019_5_17,41,0,0,0,1,0,0,0,0,1,0
2019_5_18,41,0,1,0,0,1,0,1,0,0,0
2019_5_19,41,2,0,0,0,0,1,0,0,0,0
2019_5_20,41,1,0,0,0,0,0,0,0,0,0
2019_5_21,41,0,0,0,1,0,0,1,0,1,0
2019_5_22,41,0,0,0,0,0,1,0,0,0,0
2019_5_23,41,0,1,0,0,0,0,0,0,0,0
2019_5_24,41,0,0,0,0,1,0,1,0,0,0
2019_5_25,41,0,0,0,0,0,0,0,0,0,1
2019_5_26,41,0,0,0,1,0,0,1,0,0,0
2019_5_27,41,1,0,0,0,0,0,0,0,0,0
2019_5_28,41,0,0,0,0,0,0,0,0,0,0
2019_5_29,41,0,1,0,0,0,1,0,0,0,0
2019_5_30,41,0,0,0,0,0,0,0,0,0,0
2019_6_1,42,0,0,0,0,1,0,0,0,1,0
2019_6_2,42,0,1,0,0,1,0,2,0,0,0
2019_6_3,42,2,0,0,0,0,1,0,0,0,1
2019_6_4,42,0,0,0,1,0,0,2,0,0,0
2019_6_5,42,0,3,0,0,2,0,0,0,0,1
2019_6_6,42,1,0,0,0,0,1,0,0,1,0
2019_6_7,42,0,1,0,2,0,1,0,0,0,0
2019_6_8,42,0,1,0,0,0,0,1,0,0,1
2019_6_9,42,1,0,0,0,1,0,1,0,0,0
2019_6_10,42,0,0,0,0,0,0,0,0,0,0
2019_6_11,42,0,2,0,1,0,3,0,0,1,0
2019_6_12,42,0,0,0,0,0,0,3,0,0,0
2019_6_13,42,1,0,0,0,0,0,0,0,0,0
2019_6_14,42,0,1,0,0,0,0,0,0,0,0
2019_6_15,42,0,1,0,0,0,0,1,0,0,0
2019_6_16,42,0,0,0,0,1,0,0,0,1,0
2019_6_17,42,1,0,0,1,0,0,1,0,0,0
2019_6_18,42,0,3,0,0,0,1,0,0,0,0
2019_6_19,42,0,0,0,0,0,0,0,0,0,0
2019_6_20,42,1,0,0,0,0,0,0,0,1,0
2019_6_21,42,0,1,0,0,0,0,0,0,1,0
2019_6_22,42,0,0,0,0,0,0,1,0,0,0
2019_6_23,42,0,0,0,0,0,0,0,0,0,0
2019_6_24,42,0,1,0,0,0,1,0,0,1,0
2019_6_25,42,0,0,0,0,0,0,0,0,0,0
2019_6_26,42,1,0,0,0,0,0,0,0,0,0
2019_6_27,42,0,0,0,0,0,0,1,0,0,0
2019_6_28,42,0,0,0,0,0,1,0,0,0,0
2019_6_29,42,1,0,0,0,0,0,0,0,1,0
2019_6_30,42,0,0,0,0,0,0,0,0,0,0
2019_7_1,43,0,1,0,0,0,1,0,0,1,0
2019_7_2,43,2,0,0,1,1,0,1,0,0,1
2019_7_3,43,1,0,0,0,0,1,1,0,0,0
2019_7_4,43,0,2,0,0,1,0,0,0,1,0
2019_7_5,43,1,1,0,0,0,2,0,0,0,0
2019_7_6,43,0,0,0,1,0,0,3,0,1,0
2019_7_7,43,0,1,0,0,0,1,0,0,0,0
2019_7_8,43,0,0,0,0,0,1,0,0,0,0
2019_7_9,43,1,0,0,0,0,0,1,0,0,0
2019_7_10,43,0,0,0,0,0,0,0,0,0,1
2019_7_11,43,0,1,0,1,0,0,1,0,0,0
2019_7_12,43,2,0,0,0,0,1,0,0,0,0
2019_7_13,43,0,0,0,0,0,0,0,0,1,0
2019_7_14,43,0,1,0,0,0,0,1,0,0,0
2019_7_15,43,0,0,0,0,1,0,0,0,0,0
2019_7_16,43,0,1,0,0,0,1,0,0,0,0
2019_7_17,43,0,0,0,0,0,0,0,0,0,0
2019_7_18,43,1,0,0,0,0,0,0,0,1,0
2019_7_19,43,0,0,0,0,0,1,0,0,0,0
2019_7_20,43,0,0,0,0,1,0,1,0,0,0
2019_7_21,43,0,1,0,0,0,0,0,0,1,0
2019_7_22,43,0,0,0,0,0,0,0,0,0,0
2019_7_23,43,1,0,0,0,0,0,1,0,0,0
2019_7_24,43,0,0,0,0,0,0,0,0,0,0
2019_7_25,43,0,1,0,0,0,0,0,0,0,0
2019_7_26,43,0,0,0,0,0,0,0,0,0,1
2019_7_27,43,0,0,0,0,0,0,0,0,0,0
2019_7_28,43,0,1,0,0,0,0,0,0,0,0
2019_7_29,43,0,0,0,0,0,0,0,0,0,0
2019_7_30,43,0,0,0,0,0,0,0,0,0,0
2019_8_1,44,0,1,0,0,0,0,0,0,1,0
2019_8_2,44,1,0,0,1,0,0,1,0,0,0
2019_8_3,44,0,1,0,0,0,1,2,0,0,0
2019_8_4,44,1,0,0,0,0,1,0,0,1,0
2019_8_5,44,0,2,0,0,0,0,0,0,1,1
2019_8_6,44,1,0,0,1,0,0,1,0,0,0
2019_8_7,44,0,0,0,0,0,0,0,0,0,0
2019_8_8,44,0,0,0,1,0,2,0,0,1,0
2019_8_9,44,1,0,0,0,0,0,0,0,0,0
2019_8_10,44,0,0,0,0,0,0,1,0,0,1
2019_8_11,44,0,1,0,0,0,0,0,0,0,0
2019_8_12,44,0,0,0,0,0,1,0,0,0,0
2019_8_13,44,0,0,0,1,0,0,0,0,1,0
2019_8_14,44,0,1,0,0,0,0,1,0,0,0
2019_8_15,44,0,0,0,0,0,0,0,0,0,0
2019_8_16,44,1,0,0,0,0,0,0,0,0,0
2019_8_17,44,0,0,0,0,0,0,1,0,0,0
2019_8_18,44,0,0,0,1,0,0,0,0,0,1
2019_8_19,44,0,2,0,0,0,0,0,0,0,0
2019_8_20,44,1,0,0,0,0,0,0,0,0,0
2019_8_21,44,0,0,0,0,0,1,0,0,1,0
2019_8_22,44,0,0,0,0,0,0,0,0,0,0
2019_8_23,44,0,1,0,0,0,0,0,0,0,0
2019_8_24,44,0,0,0,0,0,0,2,0,0,0
2019_8_25,44,0,0,0,0,0,0,0,0,0,0
2019_8_26,44,0,0,0,0,0,0,0,0,0,0
2019_8_27,44,0,0,0,0,0,0,0,0,0,0
2019_8_28,44,0,0,0,0,0,0,0,0,0,0
2019_8_29,44,0,0,0,0,0,0,0,0,0,0
2019_8_30,44,0,0,0,0,0,0,0,0,0,0
2019_9_1,45,1,0,0,0,0,1,0,0,0,0
2019_9_2,45,0,1,0,0,0,0,2,0,0,0
2019_9_3,45,0,1,0,0,0,1,0,0,1,0
2019_9_4,45,1,0,0,1,0,0,0,0,0,0
2019_9_5,45,2,0,0,0,0,0,2,0,0,0
2019_9_6,45,0,1,0,0,0,1,0,0,0,0
2019_9_7,45,1,0,0,0,0,0,0,0,0,0
2019_9_8,45,0,0,0,1,0,0,0,0,1,0
2019_9_9,45,0,1,0,0,0,1,0,0,0,0
2019_9_10,45,0,0,0,0,0,0,1,0,0,0
2019_9_11,45,1,0,0,0,0,0,0,0,0,1
2019_9_12,45,0,0,0,0,0,0,0,0,0,1
2019_9_13,45,0,1,0,0,0,0,1,0,0,0
2019_9_14,45,0,0,0,0,0,1,0,0,0,0
2019_9_15,45,0,0,0,1,0,0,0,0,0,0
2019_9_16,45,0,1,0,0,0,0,0,0,0,0
2019_9_17,45,1,0,0,0,0,0,1,0,0,0
2019_9_18,45,0,0,0,0,0,1,0,0,0,0
2019_9_19,45,0,0,0,0,0,0,0,0,0,0
2019_9_20,45,0,1,0,1,0,0,2,0,0,0
2019_9_21,45,0,0,0,0,0,0,0,0,0,0
2019_9_22,45,0,1,0,0,0,0,0,0,0,0
2019_9_23,45,0,0,0,0,0,0,0,0,0,0
2019_9_24,45,0,0,0,0,0,1,0,0,0,0
2019_9_25,45,0,0,0,1,0,0,0,0,0,0
2019_9_26,45,0,0,0,0,0,0,0,0,0,0
2019_9_27,45,0,0,0,0,0,0,0,0,0,0
2019_9_28,45,0,1,0,0,0,0,0,0,0,0
2019_9_29,45,0,0,0,0,0,0,0,0,0,0
2019_9_30,45,0,0,0,0,0,0,0,0,0,0
2019_10_1,46,0,0,0,1,0,0,0,0,1,0
2019_10_2,46,1,0,0,0,0,0,0,0,0,0
2019_10_3,46,0,0,0,1,0,0,1,0,0,0
2019_10_4,46,0,1,0,0,0,0,1,0,0,0
2019_10_5,46,0,0,0,0,0,0,0,0,0,0
2019_10_6,46,1,0,0,0,0,1,0,0,1,0
2019_10_7,46,0,0,0,0,0,0,0,0,0,0
2019_10_8,46,1,0,0,1,0,0,1,0,0,0
2019_10_9,46,0,0,0,0,0,1,0,0,0,0
2019_10_10,46,0,0,0,0,0,0,0,0,0,0
2019_10_11,46,0,0,0,0,0,0,0,0,0,0
2019_10_12,46,0,1,0,0,0,0,0,0,0,0
2019_10_13,46,0,0,0,0,0,0,0,0,0,0
2019_10_14,46,1,0,0,0,0,0,0,0,0,0
2019_10_15,46,0,0,0,0,0,0,0,0,0,0
2019_10_16,46,0,0,0,0,0,0,0,0,0,0
2019_10_17,46,0,0,0,0,0,0,0,0,0,0
2019_10_18,46,1,0,0,0,0,1,0,0,0,0
2019_10_19,46,0,0,0,0,0,0,0,0,0,0
2019_10_20,46,0,0,0,0,0,0,1,0,0,0
2019_10_21,46,0,0,0,0,0,0,0,0,0,0
2019_10_22,46,0,1,0,0,0,1,0,0,0,0
2019_10_23,46,0,0,0,0,0,0,0,0,0,0
2019_10_24,46,0,0,0,0,0,0,0,0,0,0
2019_10_25,46,0,0,0,0,0,0,0,0,0,0
2019_10_26,46,0,0,0,0,0,0,0,0,0,0
2019_10_27,46,0,0,0,0,0,0,0,0,0,0
2019_10_28,46,0,0,0,0,0,0,0,0,0,0
2019_10_29,46,0,0,0,0,0,0,0,0,0,0
2019_10_30,46,0,0,0,0,0,0,0,0,0,0
2019_11_1,47,0,0,0,0,0,1,0,0,0,0
2019_11_2,47,0,1,0,0,0,0,0,0,0,0
2019_11_3,47,0,0,0,0,0,0,1,0,0,0
2019_11_4,47,1,0,0,0,0,0,0,0,0,0
2019_11_5,47,0,0,0,0,0,0,1,0,0,0
2019_11_6,47,0,1,0,0,0,0,0,0,0,0
2019_11_7,47,0,0,0,0,0,1,0,0,0,0
2019_11_8,47,0,0,0,0,0,0,0,0,0,0
2019_11_9,47,1,0,0,0,0,0,1,0,0,0
2019_11_10,47,0,0,0,0,0,0,0,0,0,0
2019_11_11,47,0,0,0,0,0,1,0,0,0,0
2019_11_12,47,0,1,0,0,0,0,0,0,0,0
2019_11_13,47,1,0,0,0,0,0,0,0,0,0
2019_11_14,47,0,0,0,0,0,0,0,0,0,0
2019_11_15,47,0,0,0,0,0,0,0,0,0,0
2019_11_16,47,0,0,0,0,0,0,0,0,0,0
2019_11_17,47,0,0,0,0,0,0,0,0,0,0
2019_11_18,47,0,0,0,0,0,0,0,0,0,0
2019_11_19,47,1,0,0,0,0,0,0,0,0,0
2019_11_20,47,0,0,0,0,0,1,0,0,0,0
2019_11_21,47,0,0,0,0,0,0,0,0,0,0
2019_11_22,47,0,0,0,0,0,0,0,0,0,0
2019_11_23,47,0,0,0,0,0,0,0,0,0,0
2019_11_24,47,0,0,0,0,0,0,0,0,0,0
2019_11_25,47,0,0,0,0,0,0,0,0,0,0
2019_11_26,47,0,0,0,0,0,0,0,0,0,0
2019_11_27,47,0,0,0,0,0,0,0,0,0,0
2019_11_28,47,0,0,0,0,0,0,0,0,0,0
2019_11_29,47,0,0,0,0,0,0,0,0,0,0
2019_11_30,47,0,0,0,0,0,0,0,0,0,0
2019_12_1,48,0,0,0,0,0,0,0,0,0,0
2019_12_2,48,0,0,0,0,0,0,1,0,0,0
2019_12_3,48,0,0,0,0,0,0,0,0,0,0
2019_12_4,48,0,0,0,0,0,1,0,0,0,0
2019_12_5,48,1,0,0,0,0,0,1,0,0,0
2019_12_6,48,0,1,0,0,0,0,0,0,0,0
2019_12_7,48,1,0,0,0,0,0,0,0,0,0
2019_12_8,48,0,1,0,0,0,0,0,0,0,0
2019_12_9,48,0,0,0,0,0,0,0,0,0,0
2019_12_10,48,1,0,0,0,0,0,0,0,0,0
2019_12_11,48,0,0,0,0,0,0,0,0,0,0
2019_12_12,48,0,1,0,0,0,0,0,0,0,0
2019_12_13,48,0,0,0,0,0,0,0,0,0,0
2019_12_14,48,0,0,0,0,0,0,0,0,0,0
2019_12_15,48,0,0,0,0,0,0,0,0,0,0
2019_12_16,48,0,0,0,0,0,0,0,0,0,0
2019_12_17,48,0,0,0,0,0,0,0,0,0,0
2019_12_18,48,0,0,0,0,0,0,0,0,0,0
2019_12_19,48,0,0,0,0,0,0,0,0,0,0
2019_12_20,48,1,0,0,0,0,0,1,0,0,0
2019_12_21,48,0,0,0,0,0,0,0,0,0,0
2019_12_22,48,0,0,0,0,0,0,0,0,0,0
2019_12_23,48,0,0,0,0,0,0,0,0,0,0
2019_12_24,48,0,0,0,0,0,0,0,0,0,0
2019_12_25,48,0,0,0,0,0,0,0,0,0,0
2019_12_26,48,0,0,0,0,0,0,0,0,0,0
2019_12_27,48,0,0,0,0,0,0,0,0,0,0
2019_12_28,48,0,0,0,0,0,0,0,0,0,0
2019_12_29,48,0,0,0,0,0,0,0,0,0,0
2019_12_30,48,0,0,0,0,0,0,0,0,0,0
